,Name,University,JoinYear,Rank,Subfield,Bachelors,Masters,Doctorate,PostDoc,Sources1,Sources2,url
982,Dan Boneh,Stanford University,1997,Full,Security & Privacy,Technion-Israel Institute of Technology - Israel,Princeton University - USA,Princeton University - USA,,http://en.wikipedia.org/wiki/Dan_Boneh,,/wiki/Dan_Boneh
983,Daphne Koller,Stanford University,1995,Full,Machine Learning & Pattern Recognition,Hebrew University of Jerusalem - Israel,Hebrew University of Jerusalem - Israel,Stanford University - USA,University of California - Berkeley - USA,http://ai.stanford.edu/~koller/,http://ai.stanford.edu/~koller/bio.html,/~koller/
984,David Cheriton,Stanford University,1981,Full,Distributed & Parallel Computing,University of British Columbia - Canada,University of Waterloo - Ontario - Canada,University of Waterloo - Ontario - Canada,,http://www.stanford.edu/~cheriton/,,/~cheriton/
985,David L. Dill,Stanford University,1987,Full,Bioinformatics & Computational Biology,Massachusetts Institute of Technology - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://verify.stanford.edu/dill/,,/dill/
986,David Mazieres,Stanford University,2005,Full,Operating Systems,Harvard University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.scs.stanford.edu/~dm/cv.pdf,,/~dm/cv.pdf
987,Dawson Engler,Stanford University,1999,Associate,Software Engineering,University of Arizona - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.stanford.edu/~engler/,,/~engler/
988,Eric Roberts,Stanford University,1990,Full,Programming Languages,Harvard University - USA,Harvard University - USA,Harvard University - USA,,http://cs.stanford.edu/people/eroberts/cv.pdf,,/people/eroberts/cv.pdf
989,Fei-Fei Li,Stanford University,,Associate,Computer Vision,Princeton University - USA,,California Institute of Technology - USA,,http://vision.stanford.edu/,,/
990,Gill Bejerano,Stanford University,2007,Associate,Bioinformatics & Computational Biology,Hebrew University of Jerusalem - Israel,Hebrew University of Jerusalem - Israel,Hebrew University of Jerusalem - Israel,University of California - Santa Cruz - USA,http://bejerano.stanford.edu/Bejerano.cv.pdf,,/Bejerano.cv.pdf
991,Greg Valiant,Stanford University,2013,Assistant,Algorithms & Theory,Harvard University - USA,,University of California - Berkeley - USA,Microsoft Research - USA,http://theory.stanford.edu/~valiant/,,/~valiant/
992,Hector Garcia-Molina,Stanford University,1992,Full,Databases,Monterrey Institute of Technology and Higher Education - Mexico,Stanford University - USA,Stanford University - USA,,http://infolab.stanford.edu/people/hector.html,,/people/hector.html
993,Jennifer Widom,Stanford University,1993,Full,Databases,Indiana University - USA,,Cornell University - USA,,http://infolab.stanford.edu/~widom/,,/~widom/
994,John Hennessy,Stanford University,1977,Full,Hardware & Architecture,Villanova University - USA,State University of New York - Stony Brook - USA,State University of New York - Stony Brook - USA,,https://www.stanford.edu/dept/president/biography/,,/dept/president/biography/
995,John Mitchell,Stanford University,,Full,Security & Privacy,Stanford University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://theory.stanford.edu/people/jcm/home.html,,/people/jcm/home.html
996,John Ousterhout,Stanford University,2008,Full,Operating Systems,Yale University - USA,,Carnegie Mellon University - USA,,http://www.stanford.edu/~ouster/cgi-bin/home.php,,/~ouster/cgi-bin/home.php
997,Jure Leskovec,Stanford University,2009,Assistant,Data Mining,University of Ljubljana - Slovenia,,Carnegie Mellon University - USA,Cornell University - USA,http://cs.stanford.edu/people/jure/bio.html,,/people/jure/bio.html
998,Ken Salisbury,Stanford University,1999,Full,Human-Computer Interaction,,,Stanford University - USA,,http://robotics.stanford.edu/~jks/,,/~jks/
999,Kunle Olukotun,Stanford University,1991,Full,Hardware & Architecture,Calvin College - USA,,University of Michigan - USA,,http://arsenalfc.stanford.edu/kunle/,,/kunle/
1000,Leonidas Guibas,Stanford University,1984,Full,Algorithms & Theory,,,Stanford University - USA,,http://geometry.stanford.edu/member/guibas/index.html,,/member/guibas/index.html
1001,Luca Trevisan,Stanford University,2010,Full,Algorithms & Theory,,,University of Rome - La Sapienza - Italy,Massachusetts Institute of Technology - USA,http://cs.stanford.edu/people/trevisan/,,/people/trevisan/
1002,Marc Levoy,Stanford University,1984,Full,Graphics,Cornell University - USA,Cornell University - USA,University of North Carolina - Chapel Hill - USA,,http://graphics.stanford.edu/~levoy/,,/~levoy/
1003,Mark Horowitz,Stanford University,1984,Full,Hardware & Architecture,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Stanford University - USA,,https://vlsiweb.stanford.edu/,,/
1004,Mehran Sahami,Stanford University,2001,Full,Machine Learning & Pattern Recognition,Stanford University - USA,,Stanford University - USA,,http://robotics.stanford.edu/users/sahami/bio.html,,/users/sahami/bio.html
1005,Mendel Rosenblum,Stanford University,2008,Associate,Hardware & Architecture,University of Virginia - USA,,University of California - Berkeley - USA,,http://en.wikipedia.org/wiki/Mendel_Rosenblum,,/wiki/Mendel_Rosenblum
1006,Michael Bernstein,Stanford University,2013,Assistant,Human-Computer Interaction,Stanford University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://hci.stanford.edu/msb/,,/msb/
1007,Mike Genesereth,Stanford University,,Associate,Algorithms & Theory,Massachusetts Institute of Technology - USA,,Harvard University - USA,,http://logic.stanford.edu/people/genesereth/genesereth.html,,/people/genesereth/genesereth.html
1008,Monica Lam,Stanford University,1988,Full,Operating Systems,University of British Columbia - Canada,,Carnegie Mellon University - USA,,http://suif.stanford.edu/~lam,,/~lam
1009,Nick McKeown,Stanford University,1995,Full,Networks & Communications,University of Leeds - United Kingdom,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://yuba.stanford.edu/~nickm/2012%2003%20Nick%20McKeown%20CV%20-%20Google%20Docs.pdf,,/~nickm/2012%2003%20Nick%20McKeown%20CV%20-%20Google%20Docs.pdf
1010,Oussama Khatib,Stanford University,1980,Full,Artificial Intelligence,,,École Nationale Supérieure de l'Aéronautique et de l'Espace - France,,http://cs.stanford.edu/groups/manips/people/oussama-khatib//,,/groups/manips/people/oussama-khatib//
1011,Patrick Hanrahan,Stanford University,1995,Full,Graphics,,,University of Wisconsin - Madison - USA,,http://www-graphics.stanford.edu/~hanrahan/,,/~hanrahan/
1012,Percy Liang,Stanford University,2012,Assistant,Natural Language & Speech,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,University of California - Berkeley - USA,Google - USA,http://cs.stanford.edu/~pliang/,,/~pliang/
1013,Philip Levis,Stanford University,2005,Associate,Operating Systems,Brown University - USA,University of Colorado Boulder - USA,University of California - Berkeley - USA,,http://csl.stanford.edu/~pal/,,/~pal/
1014,Ron Fedkiw,Stanford University,2000,Full,Algorithms & Theory,State University of New York - Buffalo - USA,State University of New York - Buffalo - USA,University of California - Los Angeles - USA,University of California - Los Angeles - USA,http://physbam.stanford.edu/~fedkiw/,,/~fedkiw/
1015,Ryan Williams,Stanford University,2011,Assistant,Algorithms & Theory,Cornell University - USA,Cornell University - USA,Carnegie Mellon University - USA,,http://www.stanford.edu/~rrwill/cv.pdf,,/~rrwill/cv.pdf
1016,Sachin Katti,Stanford University,2010,Assistant,Networks & Communications,Indian Institute of Technology - Bombay - India,,Massachusetts Institute of Technology - USA,,http://www.stanford.edu/~skatti/,,/~skatti/
1017,Sebastian Thrun,Stanford University,2003,Full,Artificial Intelligence,University of Hildesheim - Germany,University of Hildesheim - Germany,University of Bonn - Germany,,http://robots.stanford.edu/cv.html,,/cv.html
1018,Serafim Batzoglou,Stanford University,2001,Associate,Bioinformatics & Computational Biology,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://ai.stanford.edu/~serafim/,,/~serafim/
1019,Silvio Savarese,Stanford University,2013,Assistant,Computer Vision,,,California Institute of Technology - USA,,http://cvgl.stanford.edu/silvio/,,/silvio/
1020,Stephen Cooper,Stanford University,1998,Associate,Programming Languages,Cornell University - USA,Syracuse University - USA,Syracuse University - USA,,http://www.stanford.edu/~coopers/,,/~coopers/
1021,Subhasish Mitra,Stanford University,2006,Associate,Hardware & Architecture,,,Stanford University - USA,,http://www.stanford.edu/~subh/,,/~subh/
1022,Tim Roughgarden,Stanford University,2004,Associate,Algorithms & Theory,,,Cornell University - USA,,http://theory.stanford.edu/~tim/,,/~tim/
1023,Virginia Williams,Stanford University,2013,Assistant,Algorithms & Theory,California Institute of Technology - USA,,Carnegie Mellon University - USA,,http://theory.stanford.edu/~virgi/,,/~virgi/
1024,Yoav Shoham,Stanford University,,Full,Artificial Intelligence,Technion-Israel Institute of Technology - Israel,,Yale University - USA,Weizmann Institute of Science - Israel,http://robotics.stanford.edu/~shoham/,,/~shoham/
1025,Allen Tannenbaum,State University of New York - Stony Brook,,Full,Computer Vision,Columbia University - USA,Harvard University - USA,Harvard University - USA,,http://www.ibb.gatech.edu/sites/default/files/cv/cv_tannenbaum_may_2010.pdf,,/sites/default/files/cv/cv_tannenbaum_may_2010.pdf
1026,Anita Wasilewska,State University of New York - Stony Brook,1986,Associate,Data Mining,,,Warsaw University - Poland,,http://www.cs.stonybrook.edu/~anita,,/~anita
1027,Annie Liu,State University of New York - Stony Brook,,Full,Programming Languages,,,Cornell University - USA,,http://www.cs.stonybrook.edu/~liu,,/~liu
1028,Anshul Gandhi,State University of New York - Stony Brook,2014,Assistant,Algorithms & Theory,Indian Institute of Technology - Kanpur - India,,Carnegie Mellon University - USA,IBM Thomas J. Watson Research Center - USA,http://www.cs.sunysb.edu/~anshul/cv.pdf,,/~anshul/cv.pdf
1029,Arie Kaufman,State University of New York - Stony Brook,1985,Full,Graphics,,Ben-Gurion University of the Negev - Israel,Ben-Gurion University of the Negev - Israel,,http://www.cs.sunysb.edu/people/faculty/ArieKaufman.html,,/people/faculty/ArieKaufman.html
1030,C.R. Ramakrishnan,State University of New York - Stony Brook,1995,Associate,Programming Languages,,State University of New York - Stony Brook - USA,State University of New York - Stony Brook - USA,,http://www.cs.stonybrook.edu/~cram,,/~cram
1031,Dimitris Samaras,State University of New York - Stony Brook,2000,Associate,Computer Vision,University of Patras - Greece,Northeastern University - USA,University of Pennsylvania - USA,,http://www.cs.sunysb.edu/~samaras/cv1005.pdf,,/~samaras/cv1005.pdf
1032,Donald Porter,State University of New York - Stony Brook,2011,Assistant,Operating Systems,Hendrix College - USA,University of Texas - Austin - USA,University of Texas - Austin - USA,,http://www.cs.sunysb.edu/~porter/,,/~porter/
1033,Erez Zadok,State University of New York - Stony Brook,,Associate,Operating Systems,,Columbia University - USA,Columbia University - USA,,http://www.cs.sunysb.edu/~ezk/,,/~ezk/
1034,Eugene Stark,State University of New York - Stony Brook,1984,Full,Algorithms & Theory,Johns Hopkins University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,http://bsd7.cs.stonybrook.edu/~stark,http://www.ru.is/faculty/luca/IFIPWG1.8/IFIP-WG-stark.pdf,/~stark
1035,Fusheng Wang,State University of New York - Stony Brook,2015,Assistant,Databases,Tsinghua University - Beijing - China,University of California - Los Angeles - USA,University of California - Los Angeles - USA,,http://www.cs.stonybrook.edu/~fuswang,,/~fuswang
1036,Himanshu Gupta,State University of New York - Stony Brook,1999,Associate,Networks & Communications,Indian Institute of Technology - Bombay - India,Ohio State University - USA,Stanford University - USA,,http://www.cs.sunysb.edu/~hgupta/CV.pdf,,/~hgupta/CV.pdf
1037,Hong Qin,State University of New York - Stony Brook,,Full,Graphics,Peking University - Beijing - China,Peking University - Beijing - China,University of Toronto - Canada,,http://www.cs.sunysb.edu/~qin/,,/~qin/
1038,Hussein Badr,State University of New York - Stony Brook,,Associate,Networks & Communications,,Pennsylvania State University - USA,Pennsylvania State University - USA,,http://www.cs.sunysb.edu/people/faculty/HusseinBadr.html,,/people/faculty/HusseinBadr.html
1039,I.V. Ramakrishnan,State University of New York - Stony Brook,,Full,Machine Learning & Pattern Recognition,,University of Texas - Austin - USA,University of Texas - Austin - USA,,http://www.cs.sunysb.edu/people/faculty/IVRam.html,,/people/faculty/IVRam.html
1040,Jie Gao,State University of New York - Stony Brook,2004,Associate,Algorithms & Theory,University of Science and Technology of China - China,Stanford University - USA,Stanford University - USA,,http://www.cs.sunysb.edu/~jgao/paper/jie_cv.pdf,,/~jgao/paper/jie_cv.pdf
1041,Jing Chen,State University of New York - Stony Brook,2012,Assistant,Algorithms & Theory,Tsinghua University - Beijing - China,Tsinghua University - Beijing - China,Massachusetts Institute of Technology - USA,Institute for Advanced Study - USA,http://www.cs.stonybrook.edu/~jingchen,,/~jingchen
1042,Klaus Mueller,State University of New York - Stony Brook,1999,Full,Graphics,University of Ulm - Germany,Ohio State University - USA,Ohio State University - USA,,http://www.cs.sunysb.edu/~mueller/resume.html,,/~mueller/resume.html
1043,Larry D. Wittie,State University of New York - Stony Brook,2011,Full,Bioinformatics & Computational Biology,Tsinghua University - Beijing - China,Tsinghua University - Beijing - China,Massachusetts Institute of Technology - USA,,http://www.cs.stonybrook.edu/~lw,,/~lw
1044,Leman Akoglu,State University of New York - Stony Brook,2012,Assistant,Machine Learning & Pattern Recognition,Bilkent University - Turkey,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.stonybrook.edu/~leman,,/~leman
1045,Leo Bachmair,State University of New York - Stony Brook,1985,Full,Algorithms & Theory,University of Illinois at Urbana-Champaign - USA,,University of Illinois at Urbana-Champaign - USA,,http://www.cs.stonybrook.edu/~leo,,/~leo
1046,Long Lu,State University of New York - Stony Brook,2013,Assistant,Security & Privacy,Shanghai Jiao Tong University - Shanghai - China,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,,http://www.cs.stonybrook.edu/~long,http://www.longlu.org/cv/,/~long
1047,Luis Ortiz,State University of New York - Stony Brook,2008,Assistant,Artificial Intelligence,University of Minnesota - USA,Brown University - USA,Brown University - USA,University of Pennsylvania - USA,http://www.cs.stonybrook.edu/~leortiz/,,/~leortiz/
1048,Michael Bender,State University of New York - Stony Brook,2004,Associate,Algorithms & Theory,Harvard University - USA,Harvard University - USA,Harvard University - USA,,http://www.cs.stonybrook.edu/~bender/,,/~bender/
1049,Michael Ferdman,State University of New York - Stony Brook,2012,Assistant,Hardware & Architecture,Carnegie Mellon University - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://compas.cs.stonybrook.edu/~mferdman,,/~mferdman
1050,Michael Kifer,State University of New York - Stony Brook,1984,Full,Computer Education,,Moscow State University - Russia,Hebrew University of Jerusalem - Israel,,http://www.cs.sunysb.edu/people/faculty/MichaelKifer.html,,/people/faculty/MichaelKifer.html
1051,Phillipa Gill,State University of New York - Stony Brook,2013,Assistant,Networks & Communications,University of Calgary - Canada,University of Calgary - Canada,University of Toronto - Canada,,http://www.cs.stonybrook.edu/~phillipa/pgill_cv.pdf,,/~phillipa/pgill_cv.pdf
1052,R. Sekar,State University of New York - Stony Brook,1999,Full,Security & Privacy,Indian Institute of Technology - Madras - India,State University of New York - Stony Brook - USA,State University of New York - Stony Brook - USA,State University of New York - Stony Brook - USA,http://seclab.cs.stonybrook.edu/sekar,,/sekar
1053,Radu Sion,State University of New York - Stony Brook,2005,Associate,Security & Privacy,Polytechnic University of Bucharest - Romania,Polytechnic University of Bucharest - Romania,Purdue University - USA,,http://digitalpiglet.org,,
1054,Rezaul Chowdhury,State University of New York - Stony Brook,2011,Assistant,Computer Vision,Bangladesh University of Engineering and Technology - Bangladesh,University of Texas - Austin - USA,University of Texas - Austin - USA,,http://www.cs.stonybrook.edu/~rezaul,,/~rezaul
1055,Rob Johnson,State University of New York - Stony Brook,2005,Assistant,Security & Privacy,,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cs.stonybrook.edu/~rob,,/~rob
1056,Samir Das,State University of New York - Stony Brook,,Full,Networks & Communications,Jadavpur University - India,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,,http://www.cs.stonybrook.edu/~samir,,/~samir
1057,Scott A. Smolka,State University of New York - Stony Brook,,Full,Algorithms & Theory,Boston University - USA,Boston University - USA,Brown University - USA,,http://www.cs.stonybrook.edu/~sas,,/~sas
1058,Scott Stoller,State University of New York - Stony Brook,1999,Full,Software Engineering,Drexel University - USA,Cornell University - USA,Cornell University - USA,,http://www.cs.stonybrook.edu/~stoller,,/~stoller
1059,Steve Skiena,State University of New York - Stony Brook,,Full,Algorithms & Theory,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://www.cs.sunysb.edu/~skiena/vita.pdf,,/~skiena/vita.pdf
1060,Xianfeng Gu,State University of New York - Stony Brook,,Associate,Scientific Computing,Tsinghua University - Beijing - China,Harvard University - USA,Harvard University - USA,,http://www.cs.sunysb.edu/people/faculty/XianfengGu.html,,/people/faculty/XianfengGu.html
1061,Yejin Choi,State University of New York - Stony Brook,2010,Assistant,Natural Language & Speech,Seoul National University - Seoul - Korea,Cornell University - USA,Cornell University - USA,,http://www.cs.stonybrook.edu/~ychoi/,,/~ychoi/
1062,Aaron Ames,Texas A&M University,2008,Assistant,Artificial Intelligence,University of St. Thomas - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,California Institute of Technology - USA,http://engineering.tamu.edu/mechanical/people/aames,http://engineering.tamu.edu/mechanical/people/aames,/mechanical/people/aames
1063,Andreas Klappenecker,Texas A&M University,,Full,Algorithms & Theory,Karlsruhe Institute of Technology - Germany,,Karlsruhe Institute of Technology - Germany,,http://www.cs.tamu.edu/people/faculty/klappi,http://www.cs.tamu.edu/people/faculty/klappi,/people/faculty/klappi
1064,Andruid Kerne,Texas A&M University,2002,Associate,Human-Computer Interaction,Harvard University - USA,Wesleyan University - USA,New York University - USA,,http://www.cs.tamu.edu/people/faculty/andruid,http://www.cs.tamu.edu/people/faculty/andruid,/people/faculty/andruid
1065,Anxiao (Andrew) Jiang,Texas A&M University,2005,Associate,Algorithms & Theory,Tsinghua University - Beijing - China,California Institute of Technology - USA,California Institute of Technology - USA,,http://www.cs.tamu.edu/people/faculty/jiang,http://www.cs.tamu.edu/people/faculty/jiang,/people/faculty/jiang
1066,Daniel A. Jiménez,Texas A&M University,2013,Associate,Hardware & Architecture,University of Texas - San Antonio - USA,University of Texas - San Antonio - USA,University of Texas - Austin - USA,,http://faculty.cse.tamu.edu/djimenez/,http://taco.cse.tamu.edu/cv.pdf,/djimenez/
1067,Daniel W. Goldberg,Texas A&M University,2012,Assistant,Databases,Rutgers - State University of New Jersey - New Brunswick - USA,University of Southern California - USA,University of Southern California - USA,,http://geography.tamu.edu/profile/dgoldberg,http://geography.tamu.edu/profile/dgoldberg,/profile/dgoldberg
1068,Dezhen Song,Texas A&M University,2004,Associate,Computer Vision,Zhejiang University - Hangzhou - China,Zhejiang University - Hangzhou - China,University of California - Berkeley - USA,,http://faculty.cse.tamu.edu/dzsong/,http://www.cse.tamu.edu/people/faculty/song,/dzsong/
1069,Dmitri Loguinov,Texas A&M University,2011,Full,Networks & Communications,Moscow State University - Russia,,City University of New York - USA,,http://www.cs.tamu.edu/people/faculty/loguinov,http://www.cs.tamu.edu/people/faculty/loguinov,/people/faculty/loguinov
1070,Duncan M. Walker,Texas A&M University,,Full,Hardware & Architecture,California Institute of Technology - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.tamu.edu/people/faculty/walker,http://www.cs.tamu.edu/people/faculty/walker,/people/faculty/walker
1071,Dylan Shell,Texas A&M University,2009,Assistant,Artificial Intelligence,University of the Witwatersrand - South Africa,University of Southern California - USA,University of Southern California - USA,,http://www.cse.tamu.edu/people/faculty/dshell,,/people/faculty/dshell
1072,Ergun Akleman,Texas A&M University,,Full,Graphics,Istanbul Technical University - Turkey,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,,http://www.cse.tamu.edu/people/faculty,http://viz.arch.tamu.edu/people/profiles/eakleman/,/people/faculty
1073,Eun Jung Kim,Texas A&M University,2009,Associate,Distributed & Parallel Computing,Korea Advanced Institute of Science and Technology - South Korea,Pohang University of Science and Technology - South Korea,Pennsylvania State University - USA,,http://www.cs.tamu.edu/people/faculty/kim,,/people/faculty/kim
1074,Evdokia Nikolova,Texas A&M University,2011,Assistant,Algorithms & Theory,Harvard University - USA,University of Cambridge - United Kingdom,Massachusetts Institute of Technology - USA,,http://www.cse.tamu.edu/people/faculty,http://www.cse.tamu.edu/people/faculty/nikolova/,/people/faculty
1075,Francis Quek,Texas A&M University,2013,Full,Computer Vision,University of Michigan - USA,University of Michigan - USA,University of Michigan - USA,,http://one.arch.tamu.edu/news/2013/12/6/viz-hires-scholar/,,/news/2013/12/6/viz-hires-scholar/
1076,Frank M. Shipman,Texas A&M University,1995,Full,Human-Computer Interaction,Rice University - USA,University of Colorado Boulder - USA,University of Colorado Boulder - USA,,http://engineering.tamu.edu/media/537370/cv_-_frank_shipman.pdf,,/media/537370/cv_-_frank_shipman.pdf
1077,Guofei Gu,Texas A&M University,2008,Assistant,Security & Privacy,Nanjing University of Posts and Telecommunications - China,Fudan University - Shanghai - China,Georgia Institute of Technology - USA,,http://www.cse.tamu.edu/people/faculty/gu,,/people/faculty/gu
1078,J. Maurice Rojas,Texas A&M University,,Full,Scientific Computing,University of California - Los Angeles - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.math.tamu.edu/directory/formalpg.php?user=rojas,,/directory/formalpg.php?user=rojas
1079,Jaakko Jarvi,Texas A&M University,2004,Associate,Programming Languages,,University of Turku - Finland,University of Turku - Finland,University of Turku - Finland,https://parasol.tamu.edu/~jarvi,,/~jarvi
1080,James Caverlee,Texas A&M University,2007,Assistant,World Wide Web,Duke University - USA,Stanford University - USA,Georgia Institute of Technology - USA,,http://www.cse.tamu.edu/people/faculty/caverlee,,/people/faculty/caverlee
1081,Jennifer L. Welch,Texas A&M University,1992,Full,Distributed & Parallel Computing,University of Texas - Austin - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cse.tamu.edu/people/faculty/welch,,/people/faculty/welch
1082,Jianer Chen,Texas A&M University,1990,Full,Algorithms & Theory,Changsha University of Science and Technology - China,New York University - USA,New York University - USA,,http://www.cs.tamu.edu/people/faculty/chen,,/people/faculty/chen
1083,Jinxiang Chai,Texas A&M University,2006,Associate,Graphics,Xi'an Jiaotong University - China,Chinese Academy of Sciences - China,Carnegie Mellon University - USA,,http://www.cse.tamu.edu/people/faculty/chai,,/people/faculty/chai
1084,John Keyser,Texas A&M University,2000,Full,Graphics,Abilene Christian University - USA,,University of North Carolina - Chapel Hill - USA,,http://www.cse.tamu.edu/people/faculty/keyser,,/people/faculty/keyser
1085,Jyh-Charn (Steve) Liu,Texas A&M University,1989,Full,Real-Time & Embedded Systems,National Cheng-Kung University - Taiwan,National Cheng-Kung University - Taiwan,University of Michigan - USA,,http://www.cse.tamu.edu/people/faculty,http://www.cse.tamu.edu/people/faculty/liu,/people/faculty
1086,Lawrence Rauchwerger,Texas A&M University,2001,Full,Distributed & Parallel Computing,Polytechnic University of Bucharest - Romania,Stanford University - USA,University of Illinois at Urbana-Champaign - USA,,http://www.cs.tamu.edu/people/faculty/rauchwerger,http://parasol.tamu.edu/~rwerger,/people/faculty/rauchwerger
1087,Maurice Rojas,Texas A&M University,2007,Full,Algorithms & Theory,University of California - Los Angeles - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cse.tamu.edu/people/faculty,,/people/faculty
1088,Nancy M. Amato,Texas A&M University,1995,Full,Algorithms & Theory,Stanford University - USA,University of California - Berkeley - USA,University of Illinois at Urbana-Champaign - USA,,http://www.cs.tamu.edu/people/faculty/amato,https://parasol.tamu.edu/people/amato/,/people/faculty/amato
1089,Rabi N. Mahapatra,Texas A&M University,1992,Full,Real-Time & Embedded Systems,Sambalpur University - India,Sambalpur University - India,Indian Institute of Technology - Kharagpur - India,,http://www.cse.tamu.edu/people/faculty,http://cs.txstate.edu/~ch04/webtest/service/cscoll/spr99/mahapatra.txt,/people/faculty
1090,Radu Stoleru,Texas A&M University,2007,Associate,Real-Time & Embedded Systems,Polytechnic University of Bucharest - Romania,Central Michigan University - USA,University of Virginia - USA,,http://www.cse.tamu.edu/people/faculty,,/people/faculty
1091,Ricardo Gutierrez-Osuna,Texas A&M University,2002,Full,Artificial Intelligence,Technical University of Madrid - Spain,North Carolina State University - USA,North Carolina State University - USA,,http://www.cs.tamu.edu/people/faculty/rgutier,,/people/faculty/rgutier
1092,Riccardo Bettati,Texas A&M University,,Full,Real-Time & Embedded Systems,Swiss Federal Institute of Technology (ETH) - Switzerland,,University of Illinois at Urbana-Champaign - USA,,http://www.cse.tamu.edu/people/faculty,http://www.cse.tamu.edu/people/faculty/bettati,/people/faculty
1093,Richard Furuta,Texas A&M University,1993,Full,Human-Computer Interaction,Reed College - USA,University of Oregon - USA,University of Washington - USA,,http://www.cse.tamu.edu/people/faculty,http://www.cse.tamu.edu/people/faculty/furuta,/people/faculty
1094,Robin R. Murphy,Texas A&M University,2008,Full,Artificial Intelligence,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,Colorado School of Mines - USA,http://www.cs.tamu.edu/people/faculty/murphy,,/people/faculty/murphy
1095,Scott Schaefer,Texas A&M University,2006,Associate,Graphics,Trinity University - USA,Rice University - USA,Rice University - USA,,http://www.cs.tamu.edu/people/faculty/schaefer,http://faculty.cse.tamu.edu/schaefer,/people/faculty/schaefer
1096,Sing-Hoi Sze,Texas A&M University,2002,Associate,Bioinformatics & Computational Biology,Chinese University of Hong Kong - Hong Kong,Pennsylvania State University - USA,University of Southern California - USA,,http://www.cse.tamu.edu/people/faculty,http://www.cse.tamu.edu/people/faculty/shsze,/people/faculty
1097,Thomas R. Ioerger,Texas A&M University,1996,Associate,Bioinformatics & Computational Biology,Pennsylvania State University - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://www.cse.tamu.edu/people/faculty/ioerger,http://www.cse.tamu.edu/people/faculty,/people/faculty/ioerger
1098,Tiffani L. Williams,Texas A&M University,2005,Associate,Bioinformatics & Computational Biology,Marquette University - USA,,University of Central Florida,University of New Mexico - USA,http://www.cs.tamu.edu/people/faculty/tlw,,/people/faculty/tlw
1099,Timothy Alden Davis,Texas A&M University,2014,Full,Algorithms & Theory,Purdue University - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://cise.ufl.edu/people/faculty/davis/,,/people/faculty/davis/
1100,Tracy Anne Hammond,Texas A&M University,2006,Associate,Human-Computer Interaction,Columbia University - USA,Columbia University - USA,Massachusetts Institute of Technology - USA,,http://www.cse.tamu.edu/people/faculty,http://www.cse.tamu.edu/people/faculty/hammond,/people/faculty
1101,Valerie E. Taylor,Texas A&M University,2003,Full,Distributed & Parallel Computing,Purdue University - USA,Purdue University - USA,University of California - Berkeley - USA,,http://www.cs.tamu.edu/people/faculty/taylor,,/people/faculty/taylor
1102,Vivek Sarin,Texas A&M University,2005,Associate,Scientific Computing,Indian Institute of Technology - Delhi - India,University of Minnesota - Twin Cities - USA,University of Illinois at Urbana-Champaign - USA,Purdue University - USA,http://www.cse.tamu.edu/people/faculty,http://faculty.cs.tamu.edu/sarin/,/people/faculty
1103,Yoonsuck Choe,Texas A&M University,2001,Associate,Artificial Intelligence,Yonsei University - South Korea,University of Texas - Austin - USA,University of Texas - Austin - USA,,http://www.cs.tamu.edu/people/faculty/choe,http://faculty.cse.tamu.edu/choe/,/people/faculty/choe
1104,Greg Andrews,University of Arizona,1979,Full,Distributed & Parallel Computing,Stanford University - USA,,University of Washington - USA,,http://www.cs.arizona.edu/~greg/,,/~greg/
